year,cat,perc,subname,subcat,catname
1971,7,0,"Region","South","perc7"
1971,8,3.849,"Region","South","perc8"
1971,9,4.9629998,"Region","South","perc9"
1971,10,2.599,"Region","South","perc10"
1971,11,3.279,"Region","South","perc11"
1971,12,0,"Region","South","perc12"
1971,13,1.191,"Region","South","perc13"
1971,14,0,"Region","South","perc14"
1971,15,4.7969999,"Region","South","perc15"
1971,1,27.667999,"Region","Northeast","perc1"
1971,2,7.6869998,"Region","Northeast","perc2"
1971,3,6.0469999,"Region","Northeast","perc3"
1971,4,10.211,"Region","Northeast","perc4"
1971,5,.036,"Region","Northeast","perc5"
1971,6,31.259001,"Region","Northeast","perc6"
1971,7,0,"Region","Northeast","perc7"
1971,8,4.2690001,"Region","Northeast","perc8"
1971,9,3.5810001,"Region","Northeast","perc9"
1971,10,1.91,"Region","Northeast","perc10"
1971,11,4.4990001,"Region","Northeast","perc11"
1971,12,0,"Region","Northeast","perc12"
1971,13,1.187,"Region","Northeast","perc13"
1971,14,0,"Region","Northeast","perc14"
1971,15,1.645,"Region","Northeast","perc15"
1972,1,23.903999,"Region","Midwest","perc1"
1972,2,7.4759998,"Region","Midwest","perc2"
1972,3,5.204,"Region","Midwest","perc3"
1972,4,11.053,"Region","Midwest","perc4"
1972,5,.138,"Region","Midwest","perc5"
1972,6,33.442001,"Region","Midwest","perc6"
1972,7,.026,"Region","Midwest","perc7"
1972,8,2.941,"Region","Midwest","perc8"
1972,9,4.4000001,"Region","Midwest","perc9"
1972,10,3.914,"Region","Midwest","perc10"
1972,11,3.7360001,"Region","Midwest","perc11"
1972,12,0,"Region","Midwest","perc12"
1972,13,1.908,"Region","Midwest","perc13"
1972,14,0,"Region","Midwest","perc14"
1972,15,1.859,"Region","Midwest","perc15"
1972,1,24.341,"Region","West","perc1"
1972,2,6.3769999,"Region","West","perc2"
1972,3,3.9100001,"Region","West","perc3"
1972,4,11.414,"Region","West","perc4"
1972,5,.685,"Region","West","perc5"
1972,6,28.469,"Region","West","perc6"
1972,7,.047,"Region","West","perc7"
1972,8,6.6849999,"Region","West","perc8"
1972,9,5.724,"Region","West","perc9"
1972,10,4.4400001,"Region","West","perc10"
1972,11,2.6440001,"Region","West","perc11"
1972,12,0,"Region","West","perc12"
1972,13,2.7449999,"Region","West","perc13"
1972,14,0,"Region","West","perc14"
1972,15,2.52,"Region","West","perc15"
1972,1,18.621,"Region","South","perc1"
1972,2,6.8889999,"Region","South","perc2"
1972,3,6.717,"Region","South","perc3"
1972,4,12.375,"Region","South","perc4"
1972,5,.292,"Region","South","perc5"
1972,6,32.033001,"Region","South","perc6"
1972,7,.061,"Region","South","perc7"
1972,8,2.3499999,"Region","South","perc8"
1972,9,7.2379999,"Region","South","perc9"
1972,10,3.207,"Region","South","perc10"
1972,11,3.8840001,"Region","South","perc11"
1972,12,0,"Region","South","perc12"
1972,13,2.3099999,"Region","South","perc13"
1972,14,0,"Region","South","perc14"
1972,15,4.0219998,"Region","South","perc15"
1972,1,25.059,"Region","Northeast","perc1"
1972,2,7.0939999,"Region","Northeast","perc2"
1972,3,4.092,"Region","Northeast","perc3"
1972,4,12.874,"Region","Northeast","perc4"
1972,5,.278,"Region","Northeast","perc5"
1972,6,33.528999,"Region","Northeast","perc6"
1972,7,0,"Region","Northeast","perc7"
1972,8,3.4860001,"Region","Northeast","perc8"
1972,9,3.181,"Region","Northeast","perc9"
1972,10,3.148,"Region","Northeast","perc10"
1972,11,3.447,"Region","Northeast","perc11"
1972,12,0,"Region","Northeast","perc12"
1972,13,2.1670001,"Region","Northeast","perc13"
1972,14,0,"Region","Northeast","perc14"
1972,15,1.646,"Region","Northeast","perc15"
1973,1,41.373001,"Region","Midwest","perc1"
1973,2,5.6160002,"Region","Midwest","perc2"
1973,3,3.2060001,"Region","Midwest","perc3"
1973,4,11.656,"Region","Midwest","perc4"
1973,5,.83999997,"Region","Midwest","perc5"
1973,6,14.477,"Region","Midwest","perc6"
1973,7,0,"Region","Midwest","perc7"
1973,8,4.9889998,"Region","Midwest","perc8"
1973,9,3.6199999,"Region","Midwest","perc9"
1973,10,8.3780003,"Region","Midwest","perc10"
1973,11,1.3430001,"Region","Midwest","perc11"
1973,12,0,"Region","Midwest","perc12"
1973,13,1.467,"Region","Midwest","perc13"
1973,14,0,"Region","Midwest","perc14"
1973,15,3.036,"Region","Midwest","perc15"
1973,1,38.519001,"Region","West","perc1"
1973,2,5.1960001,"Region","West","perc2"
1973,3,2.9890001,"Region","West","perc3"
1973,4,11.302,"Region","West","perc4"
1973,5,1.318,"Region","West","perc5"
1973,6,11.972,"Region","West","perc6"
1973,7,0,"Region","West","perc7"
1973,8,5.6110001,"Region","West","perc8"
1973,9,6.4640002,"Region","West","perc9"
1973,10,9.8269997,"Region","West","perc10"
1973,11,1.765,"Region","West","perc11"
1973,12,0,"Region","West","perc12"
1973,13,3.066,"Region","West","perc13"
1973,14,0,"Region","West","perc14"
1973,15,1.97,"Region","West","perc15"
1973,1,39.118999,"Region","South","perc1"
1973,2,4.8759999,"Region","South","perc2"
1973,3,4.7270002,"Region","South","perc3"
1973,4,12.813,"Region","South","perc4"
1973,5,.59500003,"Region","South","perc5"
1973,6,12.451,"Region","South","perc6"
1973,7,0,"Region","South","perc7"
1973,8,3.7379999,"Region","South","perc8"
1973,9,6.3629999,"Region","South","perc9"
1973,10,7.3660002,"Region","South","perc10"
1973,11,1.143,"Region","South","perc11"
1973,12,0,"Region","South","perc12"
1973,13,2.0480001,"Region","South","perc13"
1973,14,0,"Region","South","perc14"
1973,15,4.7610002,"Region","South","perc15"
1973,1,40.186001,"Region","Northeast","perc1"
1973,2,6.3270001,"Region","Northeast","perc2"
1973,3,3.4949999,"Region","Northeast","perc3"
1973,4,15.141,"Region","Northeast","perc4"
1973,5,.87400001,"Region","Northeast","perc5"
1973,6,12.634,"Region","Northeast","perc6"
1973,7,0,"Region","Northeast","perc7"
1973,8,3.3069999,"Region","Northeast","perc8"
1973,9,3.832,"Region","Northeast","perc9"
1973,10,9.2559996,"Region","Northeast","perc10"
1973,11,1.295,"Region","Northeast","perc11"
1973,12,0,"Region","Northeast","perc12"
1973,13,1.816,"Region","Northeast","perc13"
1973,14,0,"Region","Northeast","perc14"
1973,15,1.8380001,"Region","Northeast","perc15"
1974,1,59.513,"Region","Midwest","perc1"
1974,2,1.784,"Region","Midwest","perc2"
1974,3,.676,"Region","Midwest","perc3"
1974,4,4.4549999,"Region","Midwest","perc4"
1974,5,.92500001,"Region","Midwest","perc5"
1974,6,2.6370001,"Region","Midwest","perc6"
1974,7,0,"Region","Midwest","perc7"
1974,8,8.3380003,"Region","Midwest","perc8"
1974,9,2.9820001,"Region","Midwest","perc9"
1974,10,11.225,"Region","Midwest","perc10"
1974,11,.419,"Region","Midwest","perc11"
1974,12,0,"Region","Midwest","perc12"
1974,13,1.9450001,"Region","Midwest","perc13"
1974,14,.40700001,"Region","Midwest","perc14"
1974,15,4.697,"Region","Midwest","perc15"
1974,1,57.266998,"Region","West","perc1"
1974,2,1.92,"Region","West","perc2"
1974,3,.32699999,"Region","West","perc3"
1974,4,4.29,"Region","West","perc4"
1974,5,.59600002,"Region","West","perc5"
1974,6,3.3340001,"Region","West","perc6"
1974,7,0,"Region","West","perc7"
1974,8,7.776,"Region","West","perc8"
1974,9,2.5369999,"Region","West","perc9"
1974,10,15.333,"Region","West","perc10"
1974,11,.62099999,"Region","West","perc11"
1974,12,0,"Region","West","perc12"
1974,13,2.164,"Region","West","perc13"
1974,14,.122,"Region","West","perc14"
1974,15,3.714,"Region","West","perc15"
1974,1,58.575001,"Region","South","perc1"
1974,2,1.549,"Region","South","perc2"
1974,3,.97000003,"Region","South","perc3"
1974,4,4.4899998,"Region","South","perc4"
1974,5,.442,"Region","South","perc5"
1974,6,3.8789999,"Region","South","perc6"
1974,7,0,"Region","South","perc7"
1974,8,10.011,"Region","South","perc8"
1974,9,3.4690001,"Region","South","perc9"
1974,10,10.177,"Region","South","perc10"
1974,11,.70599997,"Region","South","perc11"
1974,12,.01,"Region","South","perc12"
1974,13,.98100001,"Region","South","perc13"
1974,14,.71700001,"Region","South","perc14"
1974,15,4.026,"Region","South","perc15"
1974,1,61.285,"Region","Northeast","perc1"
1974,2,2.336,"Region","Northeast","perc2"
1974,3,.64600003,"Region","Northeast","perc3"
1974,4,4.2030001,"Region","Northeast","perc4"
1974,5,.412,"Region","Northeast","perc5"
1974,6,3.027,"Region","Northeast","perc6"
1974,7,.083,"Region","Northeast","perc7"
1974,8,7.6999998,"Region","Northeast","perc8"
1974,9,2.1489999,"Region","Northeast","perc9"
1974,10,10.29,"Region","Northeast","perc10"
1974,11,.78600001,"Region","Northeast","perc11"
1974,12,0,"Region","Northeast","perc12"
1974,13,1.105,"Region","Northeast","perc13"
1974,14,.25,"Region","Northeast","perc14"
1974,15,5.7280002,"Region","Northeast","perc15"
1975,1,61.477001,"Region","Midwest","perc1"
1975,2,1.53,"Region","Midwest","perc2"
1975,3,.75,"Region","Midwest","perc3"
1975,4,5.54,"Region","Midwest","perc4"
1975,5,1.722,"Region","Midwest","perc5"
1975,6,4.375,"Region","Midwest","perc6"
1975,7,0,"Region","Midwest","perc7"
1975,8,5.1139998,"Region","Midwest","perc8"
1975,9,6.6900001,"Region","Midwest","perc9"
1975,10,6.803,"Region","Midwest","perc10"
1975,11,1.148,"Region","Midwest","perc11"
1975,12,0,"Region","Midwest","perc12"
1975,13,1.795,"Region","Midwest","perc13"
1975,14,0,"Region","Midwest","perc14"
1975,15,3.0539999,"Region","Midwest","perc15"
1975,1,61.985001,"Region","West","perc1"
1975,2,1.023,"Region","West","perc2"
1975,3,.35499999,"Region","West","perc3"
1975,4,7.619,"Region","West","perc4"
1975,5,.69999999,"Region","West","perc5"
1975,6,3.2639999,"Region","West","perc6"
1975,7,0,"Region","West","perc7"
1975,8,7.0510001,"Region","West","perc8"
1975,9,5.5430002,"Region","West","perc9"
1975,10,8.1440001,"Region","West","perc10"
1975,11,.935,"Region","West","perc11"
1975,12,0,"Region","West","perc12"
1975,13,1.839,"Region","West","perc13"
1975,14,0,"Region","West","perc14"
1975,15,1.5420001,"Region","West","perc15"
1975,1,59.987999,"Region","South","perc1"
1975,2,1.5319999,"Region","South","perc2"
1975,3,1.024,"Region","South","perc3"
1975,4,5.3670001,"Region","South","perc4"
1975,5,1.962,"Region","South","perc5"
1975,6,3.5999999,"Region","South","perc6"
1975,7,0,"Region","South","perc7"
1975,8,6.2709999,"Region","South","perc8"
1975,9,6.8460002,"Region","South","perc9"
1975,10,7.3000002,"Region","South","perc10"
1975,11,.73299998,"Region","South","perc11"
1975,12,0,"Region","South","perc12"
1975,13,1.5829999,"Region","South","perc13"
1975,14,0,"Region","South","perc14"
1975,15,3.7939999,"Region","South","perc15"
1975,1,67.505997,"Region","Northeast","perc1"
1975,2,1.594,"Region","Northeast","perc2"
1975,3,1.177,"Region","Northeast","perc3"
1975,4,4.7129998,"Region","Northeast","perc4"
1975,5,.93699998,"Region","Northeast","perc5"
1975,6,2.312,"Region","Northeast","perc6"
1975,7,0,"Region","Northeast","perc7"
1975,8,4.3169999,"Region","Northeast","perc8"
1975,9,3.9749999,"Region","Northeast","perc9"
1975,10,7.9320002,"Region","Northeast","perc10"
1975,11,.83200002,"Region","Northeast","perc11"
1975,12,0,"Region","Northeast","perc12"
1975,13,2.1900001,"Region","Northeast","perc13"
1975,14,0,"Region","Northeast","perc14"
1975,15,2.5150001,"Region","Northeast","perc15"
1976,1,60.910999,"Region","Midwest","perc1"
1976,2,5.2459998,"Region","Midwest","perc2"
1976,3,.421,"Region","Midwest","perc3"
1976,4,7.6739998,"Region","Midwest","perc4"
1976,5,4.099,"Region","Midwest","perc5"
1976,6,6.0100002,"Region","Midwest","perc6"
1976,7,.25,"Region","Midwest","perc7"
1976,8,4.559,"Region","Midwest","perc8"
1976,9,4.7529998,"Region","Midwest","perc9"
1976,10,3.5150001,"Region","Midwest","perc10"
1976,11,.093,"Region","Midwest","perc11"
1976,12,0,"Region","Midwest","perc12"
1976,13,1.906,"Region","Midwest","perc13"
1976,14,0,"Region","Midwest","perc14"
1976,15,.56199998,"Region","Midwest","perc15"
1976,1,57.414001,"Region","West","perc1"
1976,2,7.0180001,"Region","West","perc2"
1976,3,.54000002,"Region","West","perc3"
1976,4,7.8790002,"Region","West","perc4"
1976,5,2.28,"Region","West","perc5"
1976,6,6.48,"Region","West","perc6"
1976,7,0,"Region","West","perc7"
1976,8,6.717,"Region","West","perc8"
1976,9,3.8299999,"Region","West","perc9"
1976,10,5.5549998,"Region","West","perc10"
1976,11,.31900001,"Region","West","perc11"
1976,12,0,"Region","West","perc12"
1976,13,1.102,"Region","West","perc13"
1976,14,0,"Region","West","perc14"
1976,15,.866,"Region","West","perc15"
1976,1,60.987999,"Region","South","perc1"
1976,2,6.4710002,"Region","South","perc2"
1976,3,1.386,"Region","South","perc3"
1976,4,7.1760001,"Region","South","perc4"
1976,5,2.2780001,"Region","South","perc5"
1976,6,6.006,"Region","South","perc6"
1976,7,.235,"Region","South","perc7"
1976,8,4.1259999,"Region","South","perc8"
1976,9,3.2909999,"Region","South","perc9"
1976,10,4.1950002,"Region","South","perc10"
1976,11,.061,"Region","South","perc11"
1976,12,0,"Region","South","perc12"
1976,13,1.408,"Region","South","perc13"
1976,14,0,"Region","South","perc14"
1976,15,2.381,"Region","South","perc15"
1976,1,66.783997,"Region","Northeast","perc1"
1976,2,7.421,"Region","Northeast","perc2"
1976,3,.80900002,"Region","Northeast","perc3"
1976,4,5.901,"Region","Northeast","perc4"
1976,5,2.415,"Region","Northeast","perc5"
1976,6,4.4349999,"Region","Northeast","perc6"
1976,7,.329,"Region","Northeast","perc7"
1976,8,2.9489999,"Region","Northeast","perc8"
1976,9,1.9910001,"Region","Northeast","perc9"
1976,10,3.089,"Region","Northeast","perc10"
1976,11,.40000001,"Region","Northeast","perc11"
1976,12,0,"Region","Northeast","perc12"
1976,13,1.697,"Region","Northeast","perc13"
1976,14,0,"Region","Northeast","perc14"
1976,15,1.78,"Region","Northeast","perc15"
1977,1,47.34,"Region","Midwest","perc1"
1977,2,3.5829999,"Region","Midwest","perc2"
1977,3,1.5140001,"Region","Midwest","perc3"
1977,4,7.3959999,"Region","Midwest","perc4"
1977,5,3.0450001,"Region","Midwest","perc5"
1977,6,7.283,"Region","Midwest","perc6"
1977,7,0,"Region","Midwest","perc7"
1977,8,16.285999,"Region","Midwest","perc8"
1977,9,4.717,"Region","Midwest","perc9"
1977,10,2.2920001,"Region","Midwest","perc10"
1977,11,.15000001,"Region","Midwest","perc11"
1977,12,0,"Region","Midwest","perc12"
1977,13,1.658,"Region","Midwest","perc13"
1977,14,0,"Region","Midwest","perc14"
1977,15,4.7360001,"Region","Midwest","perc15"
1977,1,45.723999,"Region","West","perc1"
1977,2,2.4430001,"Region","West","perc2"
1977,3,2.8959999,"Region","West","perc3"
1977,4,5.717,"Region","West","perc4"
1977,5,2.872,"Region","West","perc5"
1977,6,9.415,"Region","West","perc6"
1977,7,0,"Region","West","perc7"
1977,8,14.677,"Region","West","perc8"
1977,9,5.6700001,"Region","West","perc9"
1977,10,2.0539999,"Region","West","perc10"
1977,11,.152,"Region","West","perc11"
1977,12,0,"Region","West","perc12"
1977,13,3.615,"Region","West","perc13"
1977,14,0,"Region","West","perc14"
1977,15,4.7649999,"Region","West","perc15"
1977,1,44.389999,"Region","South","perc1"
1977,2,2.654,"Region","South","perc2"
1977,3,2.3529999,"Region","South","perc3"
1977,4,6.8639998,"Region","South","perc4"
1977,5,3.372,"Region","South","perc5"
1977,6,5.941,"Region","South","perc6"
1977,7,0,"Region","South","perc7"
1977,8,17.139,"Region","South","perc8"
1977,9,5.1939998,"Region","South","perc9"
1977,10,2.4330001,"Region","South","perc10"
1977,11,.331,"Region","South","perc11"
1977,12,0,"Region","South","perc12"
1977,13,2.306,"Region","South","perc13"
1977,14,0,"Region","South","perc14"
1977,15,7.0229998,"Region","South","perc15"
1977,1,50.766998,"Region","Northeast","perc1"
1977,2,3.102,"Region","Northeast","perc2"
1977,3,.69700003,"Region","Northeast","perc3"
1977,4,9.2399998,"Region","Northeast","perc4"
1977,5,3.6589999,"Region","Northeast","perc5"
1977,6,6.6789999,"Region","Northeast","perc6"
1977,7,0,"Region","Northeast","perc7"
1977,8,13.834,"Region","Northeast","perc8"
1977,9,3.668,"Region","Northeast","perc9"
1977,10,2.0239999,"Region","Northeast","perc10"
1977,11,.114,"Region","Northeast","perc11"
1977,12,0,"Region","Northeast","perc12"
1977,13,1.1670001,"Region","Northeast","perc13"
1977,14,0,"Region","Northeast","perc14"
1977,15,5.0489998,"Region","Northeast","perc15"
1978,1,65.920998,"Region","Midwest","perc1"
1978,2,2.141,"Region","Midwest","perc2"
1978,3,.89700001,"Region","Midwest","perc3"
1978,4,3.4230001,"Region","Midwest","perc4"
1978,5,1.862,"Region","Midwest","perc5"
1978,6,5.914,"Region","Midwest","perc6"
1978,7,.097,"Region","Midwest","perc7"
1978,8,9.5509996,"Region","Midwest","perc8"
1978,9,3.5079999,"Region","Midwest","perc9"
1978,10,2.2809999,"Region","Midwest","perc10"
1978,11,.233,"Region","Midwest","perc11"
1978,12,.02,"Region","Midwest","perc12"
1978,13,1.483,"Region","Midwest","perc13"
1978,14,0,"Region","Midwest","perc14"
1978,15,2.6700001,"Region","Midwest","perc15"
1978,1,61.728001,"Region","West","perc1"
1978,2,2.3729999,"Region","West","perc2"
1978,3,1.295,"Region","West","perc3"
1978,4,5.8130002,"Region","West","perc4"
1978,5,3.5999999,"Region","West","perc5"
1978,6,6.974,"Region","West","perc6"
1978,7,.19400001,"Region","West","perc7"
1978,8,7.2129998,"Region","West","perc8"
1978,9,4.3080001,"Region","West","perc9"
1978,10,3.178,"Region","West","perc10"
1978,11,.17,"Region","West","perc11"
1978,12,0,"Region","West","perc12"
1978,13,1.077,"Region","West","perc13"
1978,14,0,"Region","West","perc14"
1978,15,2.0769999,"Region","West","perc15"
1978,1,64.119003,"Region","South","perc1"
1978,2,2.7360001,"Region","South","perc2"
1978,3,1.149,"Region","South","perc3"
1978,4,3.8729999,"Region","South","perc4"
1978,5,2.4230001,"Region","South","perc5"
1978,6,6.2550001,"Region","South","perc6"
1978,7,.117,"Region","South","perc7"
1978,8,7.375,"Region","South","perc8"
1978,9,4.1789999,"Region","South","perc9"
1978,10,2.835,"Region","South","perc10"
1978,11,.23899999,"Region","South","perc11"
1978,12,.039,"Region","South","perc12"
1978,13,.796,"Region","South","perc13"
1978,14,0,"Region","South","perc14"
1978,15,3.865,"Region","South","perc15"
1978,1,67.634003,"Region","Northeast","perc1"
1978,2,3.592,"Region","Northeast","perc2"
1978,3,1.128,"Region","Northeast","perc3"
1978,4,4.059,"Region","Northeast","perc4"
1978,5,2.0450001,"Region","Northeast","perc5"
1978,6,5.2090001,"Region","Northeast","perc6"
1978,7,.13600001,"Region","Northeast","perc7"
1978,8,6.9759998,"Region","Northeast","perc8"
1978,9,2.892,"Region","Northeast","perc9"
1978,10,2.9820001,"Region","Northeast","perc10"
1978,11,.33899999,"Region","Northeast","perc11"
1978,12,.027,"Region","Northeast","perc12"
1978,13,.912,"Region","Northeast","perc13"
1978,14,0,"Region","Northeast","perc14"
1978,15,2.0680001,"Region","Northeast","perc15"
1979,1,52.688,"Region","Midwest","perc1"
1979,2,1.592,"Region","Midwest","perc2"
1979,3,.54699999,"Region","Midwest","perc3"
1979,4,1.683,"Region","Midwest","perc4"
1979,5,1.107,"Region","Midwest","perc5"
1979,6,5.4580002,"Region","Midwest","perc6"
1979,7,0,"Region","Midwest","perc7"
1979,8,21.547001,"Region","Midwest","perc8"
1979,9,5.4640002,"Region","Midwest","perc9"
1979,10,4.684,"Region","Midwest","perc10"
1979,11,.20900001,"Region","Midwest","perc11"
1979,12,0,"Region","Midwest","perc12"
1979,13,1.7359999,"Region","Midwest","perc13"
1979,14,0,"Region","Midwest","perc14"
1979,15,3.2850001,"Region","Midwest","perc15"
1979,1,49.487,"Region","West","perc1"
1979,2,1.744,"Region","West","perc2"
1979,3,.31299999,"Region","West","perc3"
1979,4,3.9330001,"Region","West","perc4"
1979,5,.87099999,"Region","West","perc5"
1979,6,6.4489999,"Region","West","perc6"
1979,7,0,"Region","West","perc7"
1979,8,22.288,"Region","West","perc8"
1979,9,6.2470002,"Region","West","perc9"
1979,10,4.1240001,"Region","West","perc10"
1979,11,.50199997,"Region","West","perc11"
1979,12,0,"Region","West","perc12"
1979,13,1.733,"Region","West","perc13"
1979,14,0,"Region","West","perc14"
1979,15,2.309,"Region","West","perc15"
1979,1,51.811001,"Region","South","perc1"
1979,2,1.597,"Region","South","perc2"
1979,3,.39199999,"Region","South","perc3"
1979,4,2.5320001,"Region","South","perc4"
1979,5,1.53,"Region","South","perc5"
1979,6,5.7989998,"Region","South","perc6"
1979,7,0,"Region","South","perc7"
1979,8,20.080999,"Region","South","perc8"
1979,9,6.2049999,"Region","South","perc9"
1979,10,3.392,"Region","South","perc10"
1979,11,.48500001,"Region","South","perc11"
1979,12,0,"Region","South","perc12"
1979,13,1.778,"Region","South","perc13"
1979,14,0,"Region","South","perc14"
1979,15,4.3979998,"Region","South","perc15"
1979,1,54.743,"Region","Northeast","perc1"
1979,2,2.8340001,"Region","Northeast","perc2"
1979,3,.42300001,"Region","Northeast","perc3"
1979,4,2.3150001,"Region","Northeast","perc4"
1979,5,1.0039999,"Region","Northeast","perc5"
1979,6,5.2259998,"Region","Northeast","perc6"
1979,7,0,"Region","Northeast","perc7"
1979,8,20.666,"Region","Northeast","perc8"
1979,9,4.5100002,"Region","Northeast","perc9"
1979,10,4.7610002,"Region","Northeast","perc10"
1979,11,.354,"Region","Northeast","perc11"
1979,12,0,"Region","Northeast","perc12"
1979,13,1.096,"Region","Northeast","perc13"
1979,14,0,"Region","Northeast","perc14"
1979,15,2.0669999,"Region","Northeast","perc15"
1980,1,61.480999,"Region","Midwest","perc1"
1980,2,.97000003,"Region","Midwest","perc2"
1980,3,.212,"Region","Midwest","perc3"
1980,4,1.1160001,"Region","Midwest","perc4"
1980,5,.99199998,"Region","Midwest","perc5"
1980,6,19.004,"Region","Midwest","perc6"
1980,7,.097,"Region","Midwest","perc7"
1980,8,5.0029998,"Region","Midwest","perc8"
1980,9,1.403,"Region","Midwest","perc9"
1980,10,3.444,"Region","Midwest","perc10"
1980,11,.029,"Region","Midwest","perc11"
1980,12,.009,"Region","Midwest","perc12"
1980,13,2.3410001,"Region","Midwest","perc13"
1980,14,0,"Region","Midwest","perc14"
1980,15,3.9000001,"Region","Midwest","perc15"
1980,1,55.417999,"Region","West","perc1"
1980,2,.93699998,"Region","West","perc2"
1980,3,.213,"Region","West","perc3"
1980,4,1.694,"Region","West","perc4"
1980,5,1.53,"Region","West","perc5"
1980,6,22.014,"Region","West","perc6"
1980,7,.07,"Region","West","perc7"
1980,8,5.9089999,"Region","West","perc8"
1980,9,1.1799999,"Region","West","perc9"
1980,10,4.296,"Region","West","perc10"
1980,11,.132,"Region","West","perc11"
1980,12,0,"Region","West","perc12"
1980,13,3.092,"Region","West","perc13"
1980,14,0,"Region","West","perc14"
1980,15,3.516,"Region","West","perc15"
1980,1,55.317001,"Region","South","perc1"
1980,2,1.252,"Region","South","perc2"
1980,3,.156,"Region","South","perc3"
1980,4,1.215,"Region","South","perc4"
1980,5,1.4,"Region","South","perc5"
1980,6,20.830999,"Region","South","perc6"
1980,7,.04,"Region","South","perc7"
1980,8,5.9200001,"Region","South","perc8"
1980,9,2.244,"Region","South","perc9"
1980,10,4.1279998,"Region","South","perc10"
1980,11,.066,"Region","South","perc11"
1980,12,0,"Region","South","perc12"
1980,13,2.9890001,"Region","South","perc13"
1980,14,0,"Region","South","perc14"
1980,15,4.4429998,"Region","South","perc15"
1980,1,60.896,"Region","Northeast","perc1"
1980,2,1.227,"Region","Northeast","perc2"
1980,3,.133,"Region","Northeast","perc3"
1980,4,1.466,"Region","Northeast","perc4"
1980,5,.66799998,"Region","Northeast","perc5"
1980,6,19.862,"Region","Northeast","perc6"
1980,7,.099,"Region","Northeast","perc7"
1980,8,5.329,"Region","Northeast","perc8"
1980,9,1.0190001,"Region","Northeast","perc9"
1980,10,3.5799999,"Region","Northeast","perc10"
1980,11,.106,"Region","Northeast","perc11"
1980,12,0,"Region","Northeast","perc12"
1980,13,2.7909999,"Region","Northeast","perc13"
1980,14,0,"Region","Northeast","perc14"
1980,15,2.822,"Region","Northeast","perc15"
1981,1,70.700996,"Region","Midwest","perc1"
1981,2,2.8759999,"Region","Midwest","perc2"
1981,3,.028,"Region","Midwest","perc3"
1981,4,1.661,"Region","Midwest","perc4"
1981,5,1.914,"Region","Midwest","perc5"
1981,6,8.0790005,"Region","Midwest","perc6"
1981,7,0,"Region","Midwest","perc7"
1981,8,2.8010001,"Region","Midwest","perc8"
1981,9,2.5109999,"Region","Midwest","perc9"
1981,10,2.79,"Region","Midwest","perc10"
1981,11,.03,"Region","Midwest","perc11"
1981,12,0,"Region","Midwest","perc12"
1981,13,1.5190001,"Region","Midwest","perc13"
1981,14,0,"Region","Midwest","perc14"
1981,15,5.0900002,"Region","Midwest","perc15"
1981,1,65.099998,"Region","West","perc1"
1981,2,3.9649999,"Region","West","perc2"
1981,3,.154,"Region","West","perc3"
1981,4,3.6960001,"Region","West","perc4"
1981,5,1.505,"Region","West","perc5"
1981,6,10.236,"Region","West","perc6"
1981,7,0,"Region","West","perc7"
1981,8,3.221,"Region","West","perc8"
1981,9,3.0250001,"Region","West","perc9"
1981,10,3.382,"Region","West","perc10"
1981,11,.021,"Region","West","perc11"
1981,12,0,"Region","West","perc12"
1981,13,2.266,"Region","West","perc13"
1981,14,0,"Region","West","perc14"
1981,15,3.4289999,"Region","West","perc15"
1981,1,64.228996,"Region","South","perc1"
1981,2,3.4419999,"Region","South","perc2"
1981,3,.116,"Region","South","perc3"
1981,4,2.7019999,"Region","South","perc4"
1981,5,1.845,"Region","South","perc5"
1981,6,8.8900003,"Region","South","perc6"
1981,7,0,"Region","South","perc7"
1981,8,2.447,"Region","South","perc8"
1981,9,3.6500001,"Region","South","perc9"
1981,10,3.277,"Region","South","perc10"
1981,11,.038,"Region","South","perc11"
1981,12,0,"Region","South","perc12"
1981,13,2.22,"Region","South","perc13"
1981,14,0,"Region","South","perc14"
1981,15,7.1440001,"Region","South","perc15"
1981,1,70.348999,"Region","Northeast","perc1"
1981,2,3.3139999,"Region","Northeast","perc2"
1981,3,.123,"Region","Northeast","perc3"
1981,4,2.2920001,"Region","Northeast","perc4"
1981,5,1.102,"Region","Northeast","perc5"
1981,6,7.6399999,"Region","Northeast","perc6"
1981,7,0,"Region","Northeast","perc7"
1981,8,3.8529999,"Region","Northeast","perc8"
1981,9,2.1489999,"Region","Northeast","perc9"
1981,10,3.069,"Region","Northeast","perc10"
1981,11,.017,"Region","Northeast","perc11"
1981,12,0,"Region","Northeast","perc12"
1981,13,1.579,"Region","Northeast","perc13"
1981,14,0,"Region","Northeast","perc14"
1981,15,4.5139999,"Region","Northeast","perc15"
1982,1,71.207001,"Region","Midwest","perc1"
1982,2,4.54,"Region","Midwest","perc2"
1982,3,.037,"Region","Midwest","perc3"
1982,4,1.105,"Region","Midwest","perc4"
1982,5,3.8369999,"Region","Midwest","perc5"
1982,6,9.1789999,"Region","Midwest","perc6"
1982,7,.125,"Region","Midwest","perc7"
1982,8,.579,"Region","Midwest","perc8"
1982,9,2.1819999,"Region","Midwest","perc9"
1982,10,2.4749999,"Region","Midwest","perc10"
1982,11,0,"Region","Midwest","perc11"
1982,12,0,"Region","Midwest","perc12"
1982,13,1.592,"Region","Midwest","perc13"
1982,14,0,"Region","Midwest","perc14"
