ccode,govtseq,portfolio,lastname,firstname,gender,party,marpor,multipleministers,ts_start,ts_end,duration
"France",27,"Social Affairs","Bacon","P","Male","MRP",31521,1,14may1958,31may1958,18
"France",27,"Social Affairs","Badie","V","Male","RSP",31421,1,14may1958,31may1958,18
"France",28,"Agriculture","Houdet","R","Male","NONA",,0,01jun1958,07jan1959,221
"France",28,"Defence","De Gaulle","C","Male","GAUL",31621,1,01jun1958,07jan1959,221
"France",28,"Defence","Guilaumat","P","Male","NONA",,1,01jun1958,07jan1959,221
"France",28,"Education","Berthoin","J","Male","RSP",31421,0,01jun1958,07jan1959,221
"France",28,"Finance","Pinay","A","Male","NONA",,0,01jun1958,07jan1959,221
"France",28,"Foreign Affairs","Couve de Murville","M","Male","NONA",,0,01jun1958,07jan1959,221
"France",28,"Health","Chenot ","B","Male","NONA",,0,01jun1958,07jan1959,221
"France",28,"Housing","Sudreau ","P","Male","NONA",,0,01jun1958,07jan1959,221
"France",28,"Industry/Trade","Ramonet","E","Male","RSP",31421,0,01jun1958,07jan1959,221
"France",28,"Interior","Pelletier","E","Male","NONA",,0,01jun1958,07jan1959,221
"France",28,"Justice","Debre","M","Male","GAUL",31621,0,01jun1958,07jan1959,221
"France",28,"Labour","Bacon","P","Male","MRP",31521,0,01jun1958,07jan1959,221
"France",28,"Other","Cornut-Gentille","B","Male","NONA",,1,01jun1958,07jan1959,221
"France",28,"Other","Boulloche","A","Male","NONA",,1,01jun1958,07jan1959,221
"France",28,"Other","Malraux","A","Male","NONA",,1,01jun1958,07jan1959,221
"France",28,"Other","Houphouet-Boigny","F","Male","RDA",,1,01jun1958,07jan1959,221
"France",28,"Other","Jacquinot","J","Male","NONA",,1,01jun1958,07jan1959,221
"France",28,"Other","Mollet","G","Male","PSF",31320,1,01jun1958,07jan1959,221
"France",28,"Other","Soustelle","J","Male","GAUL",31621,1,01jun1958,07jan1959,221
"France",28,"Other","Pflimlin","P","Male","MRP",31521,1,01jun1958,07jan1959,221
"France",28,"Other","Lejeune","M","Male","PSF",31320,1,01jun1958,07jan1959,221
"France",28,"Prime Minister","De Gaulle","C","Male","GAUL",31621,0,01jun1958,07jan1959,221
"France",28,"Public Works","Buron","R","Male","MRP",31521,1,01jun1958,07jan1959,221
"France",28,"Public Works","Thomas","E","Male","PSF",31320,1,01jun1958,07jan1959,221
"France",28,"Social Affairs","Michelet","E","Male","GAUL",31621,0,01jun1958,07jan1959,221
"France",29,"Agriculture","Houdet","R","Male","NONA",,0,08jan1959,14apr1962,1193
"France",29,"Defence","Guilaumat","P","Male","NONA",,0,08jan1959,14apr1962,1193
"France",29,"Economic Affairs","Pinay","A","Male","NONA",,0,08jan1959,14apr1962,1193
"France",29,"Education","Boulloche","A","Male","NONA",,0,08jan1959,14apr1962,1193
"France",29,"Finance","Pinay","A","Male","NONA",,0,08jan1959,14apr1962,1193
"France",29,"Foreign Affairs","Couve de Murville","M","Male","NONA",,0,08jan1959,14apr1962,1193
"France",29,"Health","Chenot ","B","Male","NONA",,0,08jan1959,14apr1962,1193
"France",29,"Housing","Sudreau ","P","Male","NONA",,0,08jan1959,14apr1962,1193
"France",29,"Industry/Trade","Jeanneney","JM","Male","NONA",,0,08jan1959,14apr1962,1193
"France",29,"Interior","Berthoin","J","Male","RSP",31421,0,08jan1959,14apr1962,1193
"France",29,"Justice","Michelet","E","Male","UNR",31621,0,08jan1959,14apr1962,1193
"France",29,"Labour","Bacon","P","Male","MRP",31521,0,08jan1959,14apr1962,1193
"France",29,"Other","Jacquinot","F","Male","NONA",,1,08jan1959,14apr1962,1193
"France",29,"Other","Lecourt","R","Male","MRP",31521,1,08jan1959,14apr1962,1193
"France",29,"Other","Houphouet-Boigny","F","Male","RDA",,1,08jan1959,14apr1962,1193
"France",29,"Other","Malraux","A","Male","NONA",,1,08jan1959,14apr1962,1193
"France",29,"Other","Soustelle","J","Male","UNR",31621,1,08jan1959,14apr1962,1193
"France",29,"Other","Frey","R","Male","GAUL",31621,1,08jan1959,14apr1962,1193
"France",29,"Prime Minister","Debre","M","Male","UNR",31621,0,08jan1959,14apr1962,1193
"France",29,"Public Works","Cornut-Gentille","B","Male","UNR",31621,1,08jan1959,14apr1962,1193
"France",29,"Public Works","Buron","R","Male","MRP",31521,1,08jan1959,14apr1962,1193
"France",29,"Social Affairs","Triboulet","R","Male","MRP",31521,0,08jan1959,14apr1962,1193
"France",30,"Agriculture","Pisani","E","Male","GD",,0,15apr1962,15may1962,31
"France",30,"Defence","Messmer","P","Male","NONA",,0,15apr1962,15may1962,31
"France",30,"Economic Affairs","Giscard D'Estaing","V","Male","NONA",,1,15apr1962,15may1962,31
"France",30,"Economic Affairs","Palewski","G","Male","UNR",31621,1,15apr1962,15may1962,31
"France",30,"Education","Palewski","G","Male","UNR",31621,1,15apr1962,15may1962,31
"France",30,"Education","Sudreau","P","Male","NONA",,1,15apr1962,15may1962,31
"France",30,"Finance","Giscard D'Estaing","V","Male","NONA",,0,15apr1962,15may1962,31
"France",30,"Foreign Affairs","Couve de Murville","M","Male","NONA",,0,15apr1962,15may1962,31
"France",30,"Health","Fontanet","J","Male","NONA",,0,15apr1962,15may1962,31
"France",30,"Industry/Trade","Maurice-Bokanowski","M","Male","UNR",31621,0,15apr1962,15may1962,31
"France",30,"Interior","Frey","R","Male","UNR",31621,0,15apr1962,15may1962,31
"France",30,"Justice","Foyer","J","Male","UNR",31621,0,15apr1962,15may1962,31
"France",30,"Labour","Bacon","P","Male","MRP",31521,0,15apr1962,15may1962,31
"France",30,"Other","Dusseauls","R","Male","UNR",31621,1,15apr1962,15may1962,31
"France",30,"Other","Malraux","A","Male","MRP",31521,1,15apr1962,15may1962,31
"France",30,"Other","Jacquinot","L","Male","NONA",,1,15apr1962,15may1962,31
"France",30,"Other","Pflimlin","P","Male","NONA",,1,15apr1962,15may1962,31
"France",30,"Other","Joxe","L","Male","UNR",31621,1,15apr1962,15may1962,31
"France",30,"Prime Minister","Pompidou","G","Male","NONA",,0,15apr1962,15may1962,31
"France",30,"Public Works","Marette","J","Male","UNR",31621,1,15apr1962,15may1962,31
"France",30,"Public Works","Maziol","J","Male","UNR",31621,1,15apr1962,15may1962,31
"France",30,"Public Works","Schumann","M","Male","MRP",31521,1,15apr1962,15may1962,31
"France",30,"Public Works","Buron","R","Male","MRP",31521,1,15apr1962,15may1962,31
"France",30,"Social Affairs","Triboulet","R","Male","UNR",31621,0,15apr1962,15may1962,31
"France",31,"Agriculture","Pisani","E","Male","GD",,0,16may1962,15dec1962,214
"France",31,"Defence","Messmer","P","Male","NONA",,0,16may1962,15dec1962,214
"France",31,"Economic Affairs","Palewski","G","Male","UNR",31621,1,16may1962,15dec1962,214
"France",31,"Economic Affairs","Giscard D'Estaing","V","Male","NONA",,1,16may1962,15dec1962,214
"France",31,"Education","Palewski","G","Male","UNR",31621,1,16may1962,15dec1962,214
"France",31,"Education","Sudreau","P","Male","NONA",,1,16may1962,15dec1962,214
"France",31,"Finance","Giscard D'Estaing","V","Male","NONA",,0,16may1962,15dec1962,214
"France",31,"Foreign Affairs","Couve de Murville","M","Male","NONA",,0,16may1962,15dec1962,214
"France",31,"Health","Marcellin","R","Male","NONA",,0,16may1962,15dec1962,214
"France",31,"Industry/Trade","Maurice-Bokanowski","M","Male","UNR",31621,0,16may1962,15dec1962,214
"France",31,"Interior","Frey","R","Male","UNR",31621,0,16may1962,15dec1962,214
"France",31,"Justice","Foyer","J","Male","UNR",31621,0,16may1962,15dec1962,214
"France",31,"Labour","Grandval","G","Male","UDT",,0,16may1962,15dec1962,214
"France",31,"Other","Malraux","A","Male","NONA",,1,16may1962,15dec1962,214
"France",31,"Other","Jacquinot","L","Male","UNR",31621,1,16may1962,15dec1962,214
"France",31,"Other","Joxe","L","Male","NONA",,1,16may1962,15dec1962,214
"France",31,"Other","Gorse","G","Male","NONA",,1,16may1962,15dec1962,214
"France",31,"Prime Minister","Pompidou","G","Male","NONA",,0,16may1962,15dec1962,214
"France",31,"Public Works","Dusseauls","R","Male","UNR",31621,1,16may1962,15dec1962,214
"France",31,"Public Works","Marette","J","Male","UNR",31621,1,16may1962,15dec1962,214
"France",31,"Public Works","Maziol","J","Male","UNR",31621,1,16may1962,15dec1962,214
"France",31,"Public Works","Pompidou","G","Male","NONA",,1,16may1962,15dec1962,214
"France",31,"Social Affairs","Triboulet","R","Male","UNR",31621,0,16may1962,15dec1962,214
"France",32,"Agriculture","Pisani","E","Male","GD",,0,16dec1962,08jan1966,1120
"France",32,"Defence","Messmer","P","Male","NONA",,0,16dec1962,08jan1966,1120
"France",32,"Economic Affairs","Palewski","G","Male","UNR",31621,1,16dec1962,08jan1966,1120
"France",32,"Economic Affairs","Giscard D'Estaing","V","Male","NONA",,1,16dec1962,08jan1966,1120
"France",32,"Education","Fouchet","M","Male","NONA",,1,16dec1962,08jan1966,1120
"France",32,"Education","Palewski","G","Male","UNR",31621,1,16dec1962,08jan1966,1120
"France",32,"Finance","Giscard D'Estaing","V","Male","NONA",,0,16dec1962,08jan1966,1120
"France",32,"Foreign Affairs","Couve de Murville","M","Male","NONA",,0,16dec1962,08jan1966,1120
"France",32,"Health","Marcellin","R","Male","NONA",,0,16dec1962,08jan1966,1120
"France",32,"Housing","Maziol","J","Male","UNR",31621,0,16dec1962,08jan1966,1120
"France",32,"Industry/Trade","Maurice-Bokanowski","M","Male","UNR",31621,0,16dec1962,08jan1966,1120
"France",32,"Interior","Frey","R","Male","UNR",31621,0,16dec1962,08jan1966,1120
"France",32,"Justice","Foyer","J","Male","UNR",31621,0,16dec1962,08jan1966,1120
"France",32,"Labour","Grandval","G","Male","UDT",,0,16dec1962,08jan1966,1120
"France",32,"Other","Malraux","A","Male","NONA",,1,16dec1962,08jan1966,1120
"France",32,"Other","Jacquinot","L","Male","UNR",31621,1,16dec1962,08jan1966,1120
"France",32,"Other","Triboulet","R","Male","UNR",31621,1,16dec1962,08jan1966,1120
"France",32,"Other","Missoffe","F","Male","UNR",31621,1,16dec1962,08jan1966,1120
"France",32,"Other","Peyrefitte","A","Male","UNR",31621,1,16dec1962,08jan1966,1120
"France",32,"Other","Joxe","L","Male","NONA",,1,16dec1962,08jan1966,1120
"France",32,"Prime Minister","Pompidou","G","Male","NONA",,0,16dec1962,08jan1966,1120
"France",32,"Public Works","Marette","J","Male","UNR",31621,1,16dec1962,08jan1966,1120
"France",32,"Public Works","Jacquet","M","Male","UNR",31621,1,16dec1962,08jan1966,1120
"France",32,"Social Affairs","Sainteney","J","Male","UDT",,0,16dec1962,08jan1966,1120
"France",33,"Agriculture","Faure","E","Male","GD",,0,09jan1966,07apr1967,454
"France",33,"Defence","Messmer","P","Male","NONA",,0,09jan1966,07apr1967,454
"France",33,"Economic Affairs","Debre","M","Male","UNR",31621,0,09jan1966,07apr1967,454
"France",33,"Education","Peyrefitte","A","Male","UNR",31621,1,09jan1966,07apr1967,454
"France",33,"Education","Fouchet","C","Male","NONA",,1,09jan1966,07apr1967,454
"France",33,"Finance","Debre","M","Male","UNR",31621,0,09jan1966,07apr1967,454
"France",33,"Foreign Affairs","Couve de Murville","M","Male","NONA",,0,09jan1966,07apr1967,454
"France",33,"Industry/Trade","Faure","E","Male","GD",,1,09jan1966,07apr1967,454
"France",33,"Industry/Trade","Peyrefitte","A","Male","UNR",31621,1,09jan1966,07apr1967,454
"France",33,"Interior","Frey","R","Male","UNR",31621,1,09jan1966,07apr1967,454
"France",33,"Interior","Joxe","L","Male","UNR",31621,1,09jan1966,07apr1967,454
"France",33,"Justice","Foyer","J","Male","UNR",31621,0,09jan1966,07apr1967,454
"France",33,"Other","Malraux","A","Male","NONA",,1,09jan1966,07apr1967,454
"France",33,"Other","Bilotte","P","Male","UNR",31621,1,09jan1966,07apr1967,454
"France",33,"Prime Minister","Pompidou","G","Male","NONA",,0,09jan1966,07apr1967,454
"France",33,"Public Works","Pisani","E","Male","GD",,1,09jan1966,07apr1967,454
"France",33,"Public Works","Marette","J","Male","UNR",31621,1,09jan1966,07apr1967,454
"France",33,"Social Affairs","Misoffe","F","Male","UNR",31621,1,09jan1966,07apr1967,454
"France",33,"Social Affairs","Sanguinetti","A","Male","UNR",31621,1,09jan1966,07apr1967,454
"France",33,"Social Affairs","Jeanneney","JM","Male","NONA",,1,09jan1966,07apr1967,454
"France",34,"Agriculture","Faure","E","Male","VREP",31522,0,08apr1967,30may1968,419
"France",34,"Defence","Messmer","P","Male","NONA",,0,08apr1967,30may1968,419
"France",34,"Economic Affairs","Debre","M","Male","UNR",31621,0,08apr1967,30may1968,419
"France",34,"Education","Peyrefitte","A","Male","UNR",31621,0,08apr1967,30may1968,419
"France",34,"Finance","Debre","M","Male","UNR",31621,0,08apr1967,30may1968,419
"France",34,"Foreign Affairs","Couve de Murville","M","Male","NONA",,0,08apr1967,30may1968,419
"France",34,"Housing","Pisani","E","Male","VREP",31522,0,08apr1967,30may1968,419
"France",34,"Industry/Trade","Guichard","O","Male","UNR",31621,0,08apr1967,30may1968,419
"France",34,"Interior","Fouchet","C","Male","UNR",31621,0,08apr1967,30may1968,419
"France",34,"Justice","Joxe","L","Male","VREP",31522,0,08apr1967,30may1968,419
"France",34,"Other","Marcellin","R","Male","NONA",,1,08apr1967,30may1968,419
"France",34,"Other","Schumann","M","Male","VREP",31522,1,08apr1967,30may1968,419
"France",34,"Other","Michelet","E","Male","UNR",31621,1,08apr1967,30may1968,419
"France",34,"Other","Frey","R","Male","UNR",31621,1,08apr1967,30may1968,419
"France",34,"Other","Bilotte","P","Male","UNR",31621,1,08apr1967,30may1968,419
"France",34,"Other","Gorse","G","Male","VREP",31522,1,08apr1967,30may1968,419
"France",34,"Other","Malraux","A","Male","NONA",,1,08apr1967,30may1968,419
"France",34,"Prime Minister","Pompidou","G","Male","VREP",31522,0,08apr1967,30may1968,419
"France",34,"Public Works","Guena","Y","Male","UNR",31621,1,08apr1967,30may1968,419
"France",34,"Public Works","Pisani","E","Male","VREP",31522,1,08apr1967,30may1968,419
"France",34,"Public Works","Chamant","J","Male","NONA",,1,08apr1967,30may1968,419
"France",34,"Social Affairs","Duvillard","H","Male","UNR",31621,1,08apr1967,30may1968,419
"France",34,"Social Affairs","Misoffe","F","Male","UNR",31621,1,08apr1967,30may1968,419
"France",34,"Social Affairs","Jeanneney","JM","Male","NONA",,1,08apr1967,30may1968,419
"France",35,"Agriculture","Faure","E","Male","VREP",31522,0,31may1968,11jul1968,42
"France",35,"Defence","Messmer","P","Male","NONA",,0,31may1968,11jul1968,42
"France",35,"Economic Affairs","Couve de Murville","M","Male","NONA",,0,31may1968,11jul1968,42
"France",35,"Education","Malene","C de la","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Education","Ortoli","F","Male","NONA",,1,31may1968,11jul1968,42
"France",35,"Finance","Couve de Murville","M","Male","NONA",,0,31may1968,11jul1968,42
"France",35,"Foreign Affairs","Debre","M","Male","VREP",31522,0,31may1968,11jul1968,42
"France",35,"Housing","Galley","R","Male","NONA",,0,31may1968,11jul1968,42
"France",35,"Industry/Trade","Malene","C de la","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Industry/Trade","Chalandon","A","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Interior","Marcellin","R","Male","NONA",,0,31may1968,11jul1968,42
"France",35,"Justice","Capitant","R","Male","VREP",31522,0,31may1968,11jul1968,42
"France",35,"Other","Michelet","E","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Other","Rey","H","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Other","Guena","Y","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Other","Malraux","A","Male","NONA",,1,31may1968,11jul1968,42
"France",35,"Other","Le Theule","J","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Prime Minister","Pompidou","G","Male","VREP",31522,0,31may1968,11jul1968,42
"France",35,"Public Works","Boulin","R","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Public Works","Galley","R","Male","NONA",,1,31may1968,11jul1968,42
"France",35,"Public Works","Bettencourt","A","Male","NONA",,1,31may1968,11jul1968,42
"France",35,"Public Works","Chamant","J","Male","NONA",,1,31may1968,11jul1968,42
"France",35,"Social Affairs","Duvillard","H","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Social Affairs","Schumann","M","Male","VREP",31522,1,31may1968,11jul1968,42
"France",35,"Social Affairs","Nungesser","M","Male","VREP",31522,1,31may1968,11jul1968,42
"France",36,"Agriculture","Boulin","R","Male","UDR",31621,0,12jul1968,21jun1969,345
"France",36,"Defence","Messmer","P","Male","NONA",,0,12jul1968,21jun1969,345
"France",36,"Economic Affairs","Ortoli","F","Male","UDR",31621,0,12jul1968,21jun1969,345
"France",36,"Education","Galley","R","Male","NONA",,1,12jul1968,21jun1969,345
"France",36,"Education","Faure","E","Male","UDR",31621,1,12jul1968,21jun1969,345
"France",36,"Finance","Ortoli","F","Male","UDR",31621,0,12jul1968,21jun1969,345
"France",36,"Foreign Affairs","Debre","M","Male","VREP",31522,0,12jul1968,21jun1969,345
"France",36,"Housing","Chalandon","A","Male","UDR",31621,0,12jul1968,21jun1969,345
"France",36,"Industry/Trade","Bettencourt","A","Male","NONA",,1,12jul1968,21jun1969,345
"France",36,"Industry/Trade","Galley","R","Male","NONA",,1,12jul1968,21jun1969,345
"France",36,"Interior","Marcellin","R","Male","NONA",,0,12jul1968,21jun1969,345
"France",36,"Justice","Capitant","R","Male","VREP",31522,0,12jul1968,21jun1969,345
"France",36,"Other","Malraux","A","Male","NONA",,1,12jul1968,21jun1969,345
"France",36,"Other","Frey","R","Male","UDR",31621,1,12jul1968,21jun1969,345
"France",36,"Other","Jeanneney","JM","Male","UDR",31621,1,12jul1968,21jun1969,345
"France",36,"Prime Minister","Couve de Murville","M","Male","UDR",31621,0,12jul1968,21jun1969,345
"France",36,"Public Works","Guena","Y","Male","UDR",31621,1,12jul1968,21jun1969,345
"France",36,"Public Works","Chalandon","A","Male","UDR",31621,1,12jul1968,21jun1969,345
"France",36,"Public Works","Chamant","J","Male","NONA",,1,12jul1968,21jun1969,345
"France",36,"Public Works","Guichard","O","Male","UDR",31621,1,12jul1968,21jun1969,345
"France",36,"Social Affairs","Duvillard","H","Male","UDR",31621,1,12jul1968,21jun1969,345
"France",36,"Social Affairs","Schumann","M","Male","UDR",31621,1,12jul1968,21jun1969,345
"France",37,"Agriculture","Duhamel","J","Male","PDM",31522,0,22jun1969,06jul1972,1111
"France",37,"Defence","Debre","M","Male","UDR",31621,0,22jun1969,06jul1972,1111
"France",37,"Economic Affairs","Giscard D'Estaing","V","Male","NONA",,0,22jun1969,06jul1972,1111
"France",37,"Education","Guichard","O","Male","UDR",31621,0,22jun1969,06jul1972,1111
"France",37,"Finance","Giscard D'Estaing","V","Male","NONA",,0,22jun1969,06jul1972,1111
"France",37,"Foreign Affairs","Schumann","M","Male","UDR",31621,0,22jun1969,06jul1972,1111
"France",37,"Health","Boulin","R","Male","UDR",31621,0,22jun1969,06jul1972,1111
"France",37,"Housing","Chalandon","A","Male","UDR",31621,0,22jun1969,06jul1972,1111
"France",37,"Industry/Trade","Ortoli","F","Male","UDR",31621,0,22jun1969,06jul1972,1111
"France",37,"Interior","Marcellin","R","Male","NONA",,0,22jun1969,06jul1972,1111
"France",37,"Justice","Pleven","R","Male","PDM",31522,0,22jun1969,06jul1972,1111
"France",37,"Labour","Fontanet","J","Male","PDM",31522,0,22jun1969,06jul1972,1111
"France",37,"Other","Frey","R","Male","UDR",31621,1,22jun1969,06jul1972,1111
"France",37,"Other","Michelet","E","Male","UDR",31621,1,22jun1969,06jul1972,1111
"France",37,"Other","Rey","H","Male","UDR",31621,1,22jun1969,06jul1972,1111
"France",37,"Prime Minister","Chaban-Delmas","J","Male","UDR",31621,0,22jun1969,06jul1972,1111
"France",37,"Public Works","Chalandon","A","Male","UDR",31621,1,22jun1969,06jul1972,1111
"France",37,"Public Works","Bettencourt","A","Male","NONA",,1,22jun1969,06jul1972,1111
"France",37,"Public Works","Mondon","R","Male","NONA",,1,22jun1969,06jul1972,1111
"France",37,"Public Works","Galley","R","Male","UDR",31621,1,22jun1969,06jul1972,1111
"France",37,"Social Affairs","Fontanet","J","Male","PDM",31522,1,22jun1969,06jul1972,1111
"France",37,"Social Affairs","Boulin","R","Male","UDR",31621,1,22jun1969,06jul1972,1111
"France",37,"Social Affairs","Duvillard","H","Male","UDR",31621,1,22jun1969,06jul1972,1111
"France",38,"Agriculture","Chirac","J","Male","UDR",31621,0,07jul1972,04apr1973,272
"France",38,"Defence","Debre","M","Male","UDR",31621,0,07jul1972,04apr1973,272
"France",38,"Economic Affairs","Giscard D'Estaing","V","Male","NONA",,0,07jul1972,04apr1973,272
"France",38,"Education","Fontanet","J","Male","CDP",31523,0,07jul1972,04apr1973,272
"France",38,"Environment","Poujade","R","Male","UDR",31621,0,07jul1972,04apr1973,272
"France",38,"Finance","Giscard D'Estaing","V","Male","NONA",,0,07jul1972,04apr1973,272
"France",38,"Foreign Affairs","Schumann","M","Male","UDR",31621,0,07jul1972,04apr1973,272
"France",38,"Health","Foyer","J","Male","UDR",31621,0,07jul1972,04apr1973,272
"France",38,"Housing","Guichard","O","Male","UDR",31621,0,07jul1972,04apr1973,272
"France",38,"Industry/Trade","Charbonnel","J","Male","UDR",31621,1,07jul1972,04apr1973,272
"France",38,"Industry/Trade","Bourges","Y","Male","UDR",31621,1,07jul1972,04apr1973,272
"France",38,"Interior","Marcellin","R","Male","NONA",,0,07jul1972,04apr1973,272
"France",38,"Justice","Pleven","R","Male","PDM",31522,0,07jul1972,04apr1973,272
"France",38,"Other","Duhamel","J","Male","PDM",31522,1,07jul1972,04apr1973,272
"France",38,"Other","Bettencourt","A","Male","NONA",,1,07jul1972,04apr1973,272
"France",38,"Other","Boulin","R","Male","UDR",31621,1,07jul1972,04apr1973,272
"France",38,"Prime Minister","Messmer","P","Male","UDR",31621,0,07jul1972,04apr1973,272
"France",38,"Public Works","Guichard","O","Male","UDR",31621,1,07jul1972,04apr1973,272
"France",38,"Public Works","Galley","R","Male","UDR",31621,1,07jul1972,04apr1973,272
"France",38,"Public Works","Germain","H","Male","UDR",31621,1,07jul1972,04apr1973,272
"France",38,"Social Affairs","Bord","A","Male","UDR",31621,1,07jul1972,04apr1973,272
"France",38,"Social Affairs","Faure","E","Male","UDR",31621,1,07jul1972,04apr1973,272
"France",39,"Agriculture","Chirac","J","Male","UDR",31621,0,05apr1973,28feb1974,330
"France",39,"Defence","Galley","R","Male","UDR",31621,0,05apr1973,28feb1974,330
"France",39,"Economic Affairs","Giscard D'Estaing","V","Male","NONA",,0,05apr1973,28feb1974,330
"France",39,"Education","Fontanet","J","Male","CDP",31523,0,05apr1973,28feb1974,330
"France",39,"Environment","Poujade","R","Male","UDR",31621,0,05apr1973,28feb1974,330
"France",39,"Finance","Giscard D'Estaing","V","Male","NONA",,0,05apr1973,28feb1974,330
"France",39,"Foreign Affairs","Jobert","M","Male","NONA",,0,05apr1973,28feb1974,330
"France",39,"Health","Poniatowski","M","Male","NONA",,0,05apr1973,28feb1974,330
"France",39,"Housing","Guichard","O","Male","UDR",31621,0,05apr1973,28feb1974,330
"France",39,"Industry/Trade","Royer","J","Male","NONA",,1,05apr1973,28feb1974,330
"France",39,"Industry/Trade","Charbonnel","J","Male","UDR",31621,1,05apr1973,28feb1974,330
"France",39,"Interior","Marcellin","R","Male","NONA",,1,05apr1973,28feb1974,330
"France",39,"Interior","Peyrefitte","A","Male","UDR",31621,1,05apr1973,28feb1974,330
"France",39,"Justice","Taittinger","J","Male","UDR",31621,0,05apr1973,28feb1974,330
"France",39,"Labour","Gorse","G","Male","UDR",31621,0,05apr1973,28feb1974,330
"France",39,"Other","Stasi","B","Male","CDP",31523,1,05apr1973,28feb1974,330
"France",39,"Other","Druon","M","Male","NONA",,1,05apr1973,28feb1974,330
"France",39,"Other","Comiti","J","Male","UDR",31621,1,05apr1973,28feb1974,330
"France",39,"Other","Malaud","P","Male","NONA",,1,05apr1973,28feb1974,330
"France",39,"Prime Minister","Messmer","P","Male","UDR",31621,0,05apr1973,28feb1974,330
"France",39,"Public Works","Guichard","O","Male","UDR",31621,1,05apr1973,28feb1974,330
"France",39,"Public Works","Germain","H","Male","UDR",31621,1,05apr1973,28feb1974,330
"France",39,"Public Works","Guena","Y","Male","UDR",31621,1,05apr1973,28feb1974,330
"France",39,"Social Affairs","Gorse","G","Male","UDR",31621,1,05apr1973,28feb1974,330
"France",39,"Social Affairs","Poniatowski","M","Male","NONA",,1,05apr1973,28feb1974,330
"France",39,"Social Affairs","Bord","A","Male","UDR",31621,1,05apr1973,28feb1974,330
"France",40,"Agriculture","Marcellin","R","Male","NONA",,0,01mar1974,27may1974,88
"France",40,"Defence","Galley","R","Male","UDR",31621,0,01mar1974,27may1974,88
"France",40,"Economic Affairs","Giscard D'Estaing","V","Male","NONA",,0,01mar1974,27may1974,88
"France",40,"Education","Fontanet","J","Male","CDP",31523,0,01mar1974,27may1974,88
"France",40,"Environment","Peyrefitte","A","Male","UDR",31621,0,01mar1974,27may1974,88
"France",40,"Finance","Giscard D'Estaing","V","Male","NONA",,0,01mar1974,27may1974,88
"France",40,"Foreign Affairs","Jobert","M","Male","NONA",,0,01mar1974,27may1974,88
"France",40,"Health","Poniatowski","M","Male","NONA",,0,01mar1974,27may1974,88
"France",40,"Industry/Trade","Guichard","O","Male","UDR",31621,1,01mar1974,27may1974,88
"France",40,"Industry/Trade","Guena","Y","Male","UDR",31621,1,01mar1974,27may1974,88
"France",40,"Interior","Chirac","J","Male","UDR",31621,0,01mar1974,27may1974,88
"France",40,"Justice","Taittinger","J","Male","UDR",31621,0,01mar1974,27may1974,88
"France",40,"Labour","Gorse","G","Male","UDR",31621,0,01mar1974,27may1974,88
"France",40,"Other","Peyrefitte","A","Male","UDR",31621,1,01mar1974,27may1974,88
"France",40,"Other","Germain","H","Male","UDR",31621,1,01mar1974,27may1974,88
"France",40,"Other","Lecat","JP","Male","UDR",31621,1,01mar1974,27may1974,88
"France",40,"Prime Minister","Messmer","P","Male","UDR",31621,0,01mar1974,27may1974,88
"France",40,"Public Works","Guichard","O","Male","UDR",31621,1,01mar1974,27may1974,88
"France",40,"Public Works","Royer","J","Male","NONA",,1,01mar1974,27may1974,88
"France",40,"Social Affairs","Gorse","G","Male","UDR",31621,1,01mar1974,27may1974,88
"France",40,"Social Affairs","Poniatowski","M","Male","NONA",,1,01mar1974,27may1974,88
"France",41,"Agriculture","Bonnet","C","Male","NONA",,0,28may1974,16aug1976,812
"France",41,"Defence","Soufflet","J","Male","UDR",31621,0,28may1974,16aug1976,812
"France",41,"Economic Affairs","Fourcade","JP","Male","NONA",,0,28may1974,16aug1976,812
"France",41,"Education","Haby","R","Male","NONA",,0,28may1974,16aug1976,812
"France",41,"Finance","Fourcade","JP","Male","NONA",,0,28may1974,16aug1976,812
"France",41,"Foreign Affairs","Sauvagnargues","J","Male","NONA",,0,28may1974,16aug1976,812
"France",41,"Health","Veil","S","Female","NONA",,0,28may1974,16aug1976,812
"France",41,"Industry/Trade","Ansquer","V","Male","UDR",31621,1,28may1974,16aug1976,812
"France",41,"Industry/Trade","d'Ornano","M","Male","NONA",,1,28may1974,16aug1976,812
"France",41,"Interior","Poniatowski","M","Male","NONA",,1,28may1974,16aug1976,812
"France",41,"Interior","Servan-Schreiber","JJ","Male","MRG",,1,28may1974,16aug1976,812
"France",41,"Justice","Lecanuet","J","Male","CDP",31523,0,28may1974,16aug1976,812
"France",41,"Labour","Durafour","M","Male","REF",31529,0,28may1974,16aug1976,812
"France",41,"Other","Abelin","P","Male","CDP",31523,0,28may1974,16aug1976,812
